algos	auc	nalgo	pr
AliGebily:balajipro:benchmark:LastEmperor:mkagenius:mvaudel:vladaburian	0.939864718806044	7	0.837803369190253
AliGebily:balajipro:benchmark:LastEmperor:mkagenius:Ramzes2:vladaburian	0.941259389194801	7	0.829265286591318
AliGebily:balajipro:benchmark:LastEmperor:mvaudel:Ramzes2:vladaburian	0.94133153208858	7	0.841176357383235
AliGebily:balajipro:benchmark:mkagenius:mvaudel:Ramzes2:vladaburian	0.94070235448678	7	0.825770054583616
AliGebily:balajipro:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2	0.941753347582051	7	0.844156170566831
AliGebily:balajipro:gardn999:LastEmperor:mkagenius:mvaudel:vladaburian	0.941180970584078	7	0.84577490366628
AliGebily:balajipro:gardn999:LastEmperor:mkagenius:Ramzes2:vladaburian	0.942490905151768	7	0.846747625001788
AliGebily:balajipro:gardn999:LastEmperor:mvaudel:Ramzes2:vladaburian	0.943027180093536	7	0.848622676800207
AliGebily:balajipro:gardn999:mkagenius:mvaudel:Ramzes2:vladaburian	0.942821531741341	7	0.843852563985461
AliGebily:balajipro:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.941863172874245	7	0.842040200859065
AliGebily:benchmark:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2	0.941546379090671	7	0.830690844009108
AliGebily:benchmark:gardn999:LastEmperor:mkagenius:mvaudel:vladaburian	0.940743339195899	7	0.838949543735188
AliGebily:benchmark:gardn999:LastEmperor:mkagenius:Ramzes2:vladaburian	0.941716253689778	7	0.830729640946294
AliGebily:benchmark:gardn999:LastEmperor:mvaudel:Ramzes2:vladaburian	0.941941622925178	7	0.84164870451096
AliGebily:benchmark:gardn999:mkagenius:mvaudel:Ramzes2:vladaburian	0.941324124496116	7	0.827228930918182
AliGebily:benchmark:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.940927712585889	7	0.825425964416835
AliGebily:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.94279838822819	7	0.8431478016553
Ardavel:balajipro:benchmark:gardn999:LastEmperor:mkagenius:mvaudel	0.939609178245887	7	0.843228380464345
Ardavel:balajipro:benchmark:gardn999:LastEmperor:mkagenius:Ramzes2	0.94142065552084	7	0.844861879008798
Ardavel:balajipro:benchmark:gardn999:LastEmperor:mkagenius:vladaburian	0.940613407117216	7	0.845927329444773
Ardavel:balajipro:benchmark:gardn999:LastEmperor:mvaudel:Ramzes2	0.941077709694515	7	0.84506906648223
Ardavel:balajipro:benchmark:gardn999:LastEmperor:mvaudel:vladaburian	0.940184743074994	7	0.844834120805721
Ardavel:balajipro:benchmark:gardn999:LastEmperor:Ramzes2:vladaburian	0.942165120854711	7	0.84840565815209
Ardavel:balajipro:benchmark:gardn999:mkagenius:mvaudel:Ramzes2	0.94148479509496	7	0.842210504757243
Ardavel:balajipro:benchmark:gardn999:mkagenius:mvaudel:vladaburian	0.940458130104927	7	0.842870526052518
Ardavel:balajipro:benchmark:gardn999:mkagenius:Ramzes2:vladaburian	0.94227594432568	7	0.844523984486058
Ardavel:balajipro:benchmark:gardn999:mvaudel:Ramzes2:vladaburian	0.941991213424047	7	0.84585148545883
Ardavel:balajipro:benchmark:LastEmperor:mkagenius:mvaudel:Ramzes2	0.940455864900766	7	0.840212568844268
Ardavel:balajipro:benchmark:LastEmperor:mkagenius:mvaudel:vladaburian	0.939532186314599	7	0.839854738738115
Ardavel:balajipro:benchmark:LastEmperor:mkagenius:Ramzes2:vladaburian	0.941494738953289	7	0.843473070779121
Ardavel:balajipro:benchmark:LastEmperor:mvaudel:Ramzes2:vladaburian	0.941010698859855	7	0.84318884271989
Ardavel:balajipro:benchmark:mkagenius:mvaudel:Ramzes2:vladaburian	0.940672811700121	7	0.83789413668067
Ardavel:balajipro:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2	0.941376828094633	7	0.846431667172694
Ardavel:balajipro:gardn999:LastEmperor:mkagenius:mvaudel:vladaburian	0.940615975423108	7	0.84626314375965
Ardavel:balajipro:gardn999:LastEmperor:mkagenius:Ramzes2:vladaburian	0.942432391403124	7	0.84984378076923
Ardavel:balajipro:gardn999:LastEmperor:mvaudel:Ramzes2:vladaburian	0.942533055260212	7	0.848941735804174
Ardavel:balajipro:gardn999:mkagenius:mvaudel:Ramzes2:vladaburian	0.942549657793818	7	0.846986306222979
Ardavel:balajipro:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.941425828049384	7	0.844021227910513
Ardavel:benchmark:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2	0.941901087513926	7	0.842588822581641
Ardavel:benchmark:gardn999:LastEmperor:mkagenius:mvaudel:vladaburian	0.940792215214025	7	0.842415146505136
Ardavel:benchmark:gardn999:LastEmperor:mkagenius:Ramzes2:vladaburian	0.942298967005404	7	0.844105390979657
Ardavel:benchmark:gardn999:LastEmperor:mvaudel:Ramzes2:vladaburian	0.942275311132962	7	0.846056006015768
Ardavel:benchmark:gardn999:mkagenius:mvaudel:Ramzes2:vladaburian	0.94180897463285	7	0.839351911898126
Ardavel:benchmark:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.9410397358018	7	0.837829266106176
Ardavel:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.942860856624302	7	0.846767936787012
balajipro:benchmark:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2	0.940244553134117	7	0.840536797574016
balajipro:benchmark:gardn999:LastEmperor:mkagenius:mvaudel:vladaburian	0.939275183056619	7	0.840109906783979
balajipro:benchmark:gardn999:LastEmperor:mkagenius:Ramzes2:vladaburian	0.940843372570808	7	0.842592659822381
balajipro:benchmark:gardn999:LastEmperor:mvaudel:Ramzes2:vladaburian	0.940997357159015	7	0.844102795764892
balajipro:benchmark:gardn999:mkagenius:mvaudel:Ramzes2:vladaburian	0.941031510552071	7	0.839579083988936
balajipro:benchmark:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.940166452426412	7	0.837465043237813
balajipro:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.941286046264873	7	0.845393256670223
benchmark:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.941189487781276	7	0.839208902568819
AliGebily:Ardavel:balajipro:benchmark:gardn999:LastEmperor:mkagenius:mvaudel	0.941403134749228	8	0.845199562095332
AliGebily:Ardavel:balajipro:benchmark:gardn999:LastEmperor:mkagenius:Ramzes2	0.942570742846115	8	0.840601224901242
AliGebily:Ardavel:balajipro:benchmark:gardn999:LastEmperor:mkagenius:vladaburian	0.942012715449119	8	0.84733063509502
AliGebily:Ardavel:balajipro:benchmark:gardn999:LastEmperor:mvaudel:Ramzes2	0.942735397467201	8	0.846942793216933
AliGebily:Ardavel:balajipro:benchmark:gardn999:LastEmperor:mvaudel:vladaburian	0.94199096870896	8	0.847815245117961
AliGebily:Ardavel:balajipro:benchmark:gardn999:LastEmperor:Ramzes2:vladaburian	0.943123697384032	8	0.848899172552263
AliGebily:Ardavel:balajipro:benchmark:gardn999:mkagenius:mvaudel:Ramzes2	0.942437899589272	8	0.838534179622705
AliGebily:Ardavel:balajipro:benchmark:gardn999:mkagenius:mvaudel:vladaburian	0.941721444936973	8	0.844131709113835
AliGebily:Ardavel:balajipro:benchmark:gardn999:mkagenius:Ramzes2:vladaburian	0.942749512892935	8	0.83944780109151
AliGebily:Ardavel:balajipro:benchmark:gardn999:mvaudel:Ramzes2:vladaburian	0.942850708789382	8	0.845944157343406
AliGebily:Ardavel:balajipro:benchmark:LastEmperor:mkagenius:mvaudel:Ramzes2	0.941595702309533	8	0.836394232198482
AliGebily:Ardavel:balajipro:benchmark:LastEmperor:mkagenius:mvaudel:vladaburian	0.94106573954815	8	0.842316612527688
AliGebily:Ardavel:balajipro:benchmark:LastEmperor:mkagenius:Ramzes2:vladaburian	0.942359543873741	8	0.838266197522171
AliGebily:Ardavel:balajipro:benchmark:LastEmperor:mvaudel:Ramzes2:vladaburian	0.942376367242222	8	0.844822645419546
AliGebily:Ardavel:balajipro:benchmark:mkagenius:mvaudel:Ramzes2:vladaburian	0.941709753463095	8	0.834519104446411
AliGebily:Ardavel:balajipro:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2	0.942968989842478	8	0.847745797648981
AliGebily:Ardavel:balajipro:gardn999:LastEmperor:mkagenius:mvaudel:vladaburian	0.942245285992181	8	0.848598692244098
AliGebily:Ardavel:balajipro:gardn999:LastEmperor:mkagenius:Ramzes2:vladaburian	0.943525457852522	8	0.85013109384752
AliGebily:Ardavel:balajipro:gardn999:LastEmperor:mvaudel:Ramzes2:vladaburian	0.943756707319705	8	0.850485249876323
AliGebily:Ardavel:balajipro:gardn999:mkagenius:mvaudel:Ramzes2:vladaburian	0.943394454167752	8	0.847396657521405
AliGebily:Ardavel:balajipro:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.942630249028305	8	0.845763633422775
AliGebily:Ardavel:benchmark:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2	0.942646986825489	8	0.838502425369504
AliGebily:Ardavel:benchmark:gardn999:LastEmperor:mkagenius:mvaudel:vladaburian	0.942014348383245	8	0.843895618503009
AliGebily:Ardavel:benchmark:gardn999:LastEmperor:mkagenius:Ramzes2:vladaburian	0.942793248895234	8	0.838999475967225
AliGebily:Ardavel:benchmark:gardn999:LastEmperor:mvaudel:Ramzes2:vladaburian	0.943070352227671	8	0.845929547412539
AliGebily:Ardavel:benchmark:gardn999:mkagenius:mvaudel:Ramzes2:vladaburian	0.942405459106647	8	0.835836278408538
AliGebily:Ardavel:benchmark:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.941994424910536	8	0.834381469792347
AliGebily:Ardavel:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.943606569629818	8	0.847112558312513
AliGebily:balajipro:benchmark:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2	0.941598242366599	8	0.837492168044841
AliGebily:balajipro:benchmark:gardn999:LastEmperor:mkagenius:mvaudel:vladaburian	0.940983169411759	8	0.84299711168738
AliGebily:balajipro:benchmark:gardn999:LastEmperor:mkagenius:Ramzes2:vladaburian	0.941914732547481	8	0.838196370155363
AliGebily:balajipro:benchmark:gardn999:LastEmperor:mvaudel:Ramzes2:vladaburian	0.942363179588597	8	0.845597990619426
AliGebily:balajipro:benchmark:gardn999:mkagenius:mvaudel:Ramzes2:vladaburian	0.941952077350656	8	0.836054218520713
AliGebily:balajipro:benchmark:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.941331878648038	8	0.833958856645744
AliGebily:balajipro:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.942737777439068	8	0.846806373064228
AliGebily:benchmark:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.942053595409298	8	0.835491218277228
Ardavel:balajipro:benchmark:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2	0.941639002601014	8	0.845127858622258
Ardavel:balajipro:benchmark:gardn999:LastEmperor:mkagenius:mvaudel:vladaburian	0.94082001252113	8	0.845123235811576
Ardavel:balajipro:benchmark:gardn999:LastEmperor:mkagenius:Ramzes2:vladaburian	0.942241591769185	8	0.84748390404787
Ardavel:balajipro:benchmark:gardn999:LastEmperor:mvaudel:Ramzes2:vladaburian	0.942301791198826	8	0.847851572424653
Ardavel:balajipro:benchmark:gardn999:mkagenius:mvaudel:Ramzes2:vladaburian	0.942110276262028	8	0.844267648992106
Ardavel:balajipro:benchmark:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.941311907135285	8	0.842317341111456
Ardavel:balajipro:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.942531021297693	8	0.848541199555091
Ardavel:benchmark:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.942323590682768	8	0.84402649198414
balajipro:benchmark:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.941248003072214	8	0.843033239111395
AliGebily:Ardavel:balajipro:benchmark:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2	0.942450415583317	9	0.844744774670325
AliGebily:Ardavel:balajipro:benchmark:gardn999:LastEmperor:mkagenius:mvaudel:vladaburian	0.941697951444814	9	0.846488682583313
AliGebily:Ardavel:balajipro:benchmark:gardn999:LastEmperor:mkagenius:Ramzes2:vladaburian	0.942937009319593	9	0.846707444532715
AliGebily:Ardavel:balajipro:benchmark:gardn999:LastEmperor:mvaudel:Ramzes2:vladaburian	0.942977183312293	9	0.848172858790452
AliGebily:Ardavel:balajipro:benchmark:gardn999:mkagenius:mvaudel:Ramzes2:vladaburian	0.942658093582375	9	0.843682312722148
AliGebily:Ardavel:balajipro:benchmark:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.942027786859206	9	0.842856029946679
AliGebily:Ardavel:balajipro:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.943206474803914	9	0.848821986614655
AliGebily:Ardavel:benchmark:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.942829871647695	9	0.843690759702708
AliGebily:balajipro:benchmark:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.94209844907186	9	0.843735404706716
Ardavel:balajipro:benchmark:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.941928023495243	9	0.846408279375519
AliGebily:Ardavel:balajipro:benchmark:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.942865493218176	10	0.846766356715389
